fact_idx,fact,top_cos,top_trans_fact,supported,halluc_type,top_nli
0,The patient is a 30-year-old female.,0.9234,The patient was hospitalized for asthma symptoms when they were around eight years old.,0,fabrication,contradiction
1,The patient presents with symptoms of asthma.,0.9527,The patient's pulmonary function test results are consistent with asthma.,1,,entailment
2,The patient experiences frequent coughing.,0.9664,The patient experiences coughing and wheezing.,1,,entailment
3,The patient experiences wheezing.,0.9813,The patient experiences coughing and wheezing.,1,,entailment
4,The patient's symptoms worsen when she gets sick.,0.9521,The patient is to follow up with the doctor sooner if their symptoms worsen.,1,,entailment
5,The patient's symptoms worsen with a cold.,0.9473,The patient's asthma is triggered by getting sick with a cold.,1,,entailment
6,The patient's symptoms are triggered by exposure to her aunt's cat.,0.9769,The patient's asthma is also triggered by their aunt's cat.,1,,entailment
7,The patient has had multiple urgent care visits for asthma symptoms.,0.954,The patient has visited the emergency room and urgent care several times in the past year.,1,,entailment
8,The patient has had multiple primary care visits for asthma symptoms.,0.9377,The patient was hospitalized for asthma symptoms when they were around eight years old.,0,fabrication,neutral
9,The patient has received steroid treatment for asthma symptoms.,0.9569,The patient is sometimes given steroids for their breathing problems.,1,,entailment
10,The patient uses a blue inhaler (Ventolin) daily.,0.9676,The patient's blue inhaler is a Ventolin inhaler.,1,,entailment
11,The patient uses Ventolin for asthma.,0.9584,The Ventolin inhaler helps the patient.,1,,entailment
12,The Ventolin dose is 2 puffs.,0.9595,The patient is to take two puffs of Ventolin every four to six hours as needed.,1,,entailment
13,Ventolin is taken as needed.,0.9295,The patient is to take two puffs of Ventolin every four to six hours as needed.,1,,entailment
14,The patient experiences short-term relief from Ventolin.,0.9345,The Ventolin inhaler helps the patient.,0,fabrication,neutral
15,The patient uses Ventolin almost daily.,0.9774,The patient uses their Ventolin inhaler almost every day.,1,,entailment
16,The patient uses Ventolin at night occasionally.,0.9767,The patient uses their Ventolin inhaler at night.,1,,entailment
17,The patient uses Ventolin a couple of times a week.,0.9664,The patient uses their Ventolin inhaler almost every day.,1,,entailment
18,The patient was hospitalized for asthma at age 8.,0.9896,The patient was hospitalized for asthma symptoms when they were around eight years old.,1,,entailment
19,The patient has not been hospitalized for asthma since age 8.,0.977,The patient has not been hospitalized for asthma since then.,1,,entailment
20,The patient denies other symptoms in other organs.,0.9103,The patient is to follow up with the doctor sooner if their symptoms worsen.,0,fabrication,neutral
21,The patient experiences breathing difficulties when exposed to cigarette smoke.,0.9292,The patient experiences coughing and wheezing.,0,fabrication,neutral
22,The patient experiences breathing difficulties in bars.,0.9188,The patient tries to avoid bars due to the smoke.,1,,entailment
23,The doctor prescribed Flovent.,0.992,The doctor prescribed Flovent to the patient.,1,,entailment
24,The Flovent dose is 110 micrograms.,1.0,The Flovent dose is 110 micrograms.,1,,entailment
25,Flovent is taken one puff twice a day.,0.983,The patient is to take one puff of Flovent twice a day.,1,,entailment
26,Flovent is prescribed for asthma.,0.9627,Flovent is an inhaled steroid inhaler.,1,,entailment
27,The patient can continue to use Ventolin as needed.,0.9742,The patient can continue using their Ventolin inhaler.,1,,entailment
28,The Ventolin dose is 2 puffs.,0.9595,The patient is to take two puffs of Ventolin every four to six hours as needed.,1,,entailment
29,Ventolin is taken every 4-6 hours as needed.,0.9727,The patient is to take two puffs of Ventolin every four to six hours as needed.,1,,entailment
30,The doctor will create an asthma action plan.,0.9867,The doctor is creating an asthma action plan for the patient.,1,,entailment
31,The asthma action plan is to help manage symptoms.,0.963,The doctor is creating an asthma action plan for the patient.,1,,entailment
32,The asthma action plan is to identify triggers.,0.9508,The doctor is creating an asthma action plan for the patient.,1,,entailment
33,The patient's blood pressure is 128/82.,1.0,The patient's blood pressure is 128/82.,1,,entailment
34,The patient's respiratory rate is 16.,1.0,The patient's respiratory rate is 16.,1,,entailment
35,The patient's oxygen saturation is 99% on room air.,1.0,The patient's oxygen saturation is 99% on room air.,1,,entailment
36,The patient's lung exam reveals diminished lung sounds.,0.9821,The patient has diminished lung sounds.,1,,entailment
37,The patient's lung exam reveals occasional slight expiratory wheeze.,0.9777,The patient has occasional expiratory wheezes.,1,,entailment
38,The patient's lung exam is bilateral.,0.9206,The patient's pulmonary function test results are consistent with asthma.,0,fabrication,neutral
39,The patient's neck exam is supple.,0.9724,The patient's neck is supple.,1,,entailment
40,The patient's trachea is midline.,1.0,The patient's trachea is midline.,1,,entailment
41,The patient has no lymphadenopathy.,0.9937,The patient does not have any lymphadenopathy.,1,,entailment
42,The patient has no carotid bruit.,0.9943,The patient does not have any carotid bruit.,1,,entailment
43,The patient has strong bilateral pulses.,1.0,The patient has strong bilateral pulses.,1,,entailment
44,The patient has no clubbing on her fingertips.,0.9964,The patient does not have any clubbing on their fingertips.,1,,entailment
45,The patient has brisk capillary refill.,1.0,The patient has brisk capillary refill.,1,,entailment
46,The pulmonary function test results are consistent with asthma.,0.9944,The patient's pulmonary function test results are consistent with asthma.,1,,entailment
47,The patient has moderate intermittent asthma.,0.9771,The doctor diagnosed the patient with moderate intermittent asthma.,1,,entailment
48,Asthma is confirmed.,0.9258,The patient's pulmonary function test results are consistent with asthma.,1,,entailment
49,The patient will follow up in a month.,0.9844,The patient is to follow up with the doctor in a month.,1,,entailment
50,The patient will follow up sooner if symptoms worsen.,0.9894,The patient is to follow up with the doctor sooner if their symptoms worsen.,1,,entailment
