fact_idx,section,fact,uncertainty,match_sent_idx,sentence_text,precision,matched_by,clean_match,entity_score,entity_effective,name_overlap,number_overlap,salient_precision,lemma_precision,lcs_precision,neg_match,score
0,subjective,The patient's name is Brandon.,0.4913,1,"HPI: The patient, Brandon, presented with neck pain after a car crash in February of this year.",0.9,name,True,0.0,0.0,1,0,0.0,1.0,1.0,1,0.9
1,subjective,The patient presented with neck pain.,0.0058,1,"HPI: The patient, Brandon, presented with neck pain after a car crash in February of this year.",0.93,entity,True,1.0,1.0,0,0,0.0,1.0,1.0,1,0.93
2,subjective,The neck pain started after a car crash.,0.6487,1,"HPI: The patient, Brandon, presented with neck pain after a car crash in February of this year.",0.93,entity,True,1.0,0.8,0,0,0.0,0.8,0.8,1,0.93
3,subjective,The car crash occurred in February of this year.,0.6825,1,"HPI: The patient, Brandon, presented with neck pain after a car crash in February of this year.",0.93,entity,True,0.85,0.68,1,0,0.0,0.8,0.8,1,0.93
4,subjective,The patient reports severe pain.,0.1077,2,"He reports experiencing severe pain, rating it a 12 out of 10, which is sharp and incapacitating.",0.374,lcs,True,0.45,0.45,0,0,0.0,1.0,1.0,1,0.374
5,subjective,The patient rates the pain a 12 out of 10.,0.5218,2,"He reports experiencing severe pain, rating it a 12 out of 10, which is sharp and incapacitating.",0.88,number,True,0.45,0.45,0,1,1.0,1.0,0.75,1,0.88
6,subjective,The pain is sharp.,0.381,2,"He reports experiencing severe pain, rating it a 12 out of 10, which is sharp and incapacitating.",0.374,lcs,True,0.45,0.45,0,0,0.0,1.0,1.0,1,0.374
7,subjective,The pain is incapacitating.,0.7278,2,"He reports experiencing severe pain, rating it a 12 out of 10, which is sharp and incapacitating.",0.374,lcs,True,0.45,0.45,0,0,0.0,1.0,1.0,1,0.374
8,subjective,The patient has had multiple car crashes.,0.2391,3,"He has had multiple car crashes, with the most recent one occurring in February, and has been experiencing neck pain since then.",0.23,lcs,True,0.0,0.0,0,0,0.0,1.0,1.0,1,0.23
9,subjective,The patient's most recent car crash occurred in February.,0.666,1,"HPI: The patient, Brandon, presented with neck pain after a car crash in February of this year.",0.93,entity,True,0.85,0.51,1,0,0.0,0.6,0.6,1,0.93
10,subjective,The patient has been experiencing neck pain since the most recent car crash.,0.4648,1,"HPI: The patient, Brandon, presented with neck pain after a car crash in February of this year.",0.93,entity,True,1.0,0.667,0,0,0.0,0.667,0.667,1,0.93
11,subjective,The patient has been to therapy.,0.2366,8,"He has been to therapy and the pain clinic, where he was prescribed fentanyl.",0.23,lcs,True,0.0,0.0,0,0,0.0,1.0,1.0,1,0.23
12,subjective,The patient has been to the pain clinic.,0.2513,8,"He has been to therapy and the pain clinic, where he was prescribed fentanyl.",0.374,lcs,True,0.45,0.45,0,0,0.0,1.0,1.0,1,0.374
13,subjective,The patient was prescribed fentanyl.,0.0416,4,"He has been to therapy and the pain clinic, where he was prescribed fentanyl, but has not taken it in several weeks.",0.93,entity,True,0.85,0.85,0,0,0.0,1.0,1.0,0,0.93
14,subjective,The patient has not taken fentanyl in several weeks.,0.5436,4,"He has been to therapy and the pain clinic, where he was prescribed fentanyl, but has not taken it in several weeks.",0.93,entity,True,0.85,0.85,0,0,0.0,1.0,0.667,1,0.93
15,subjective,The patient reports stiffness.,0.9255,5,"He reports stiffness, headaches, dizziness, visual disturbances, numbness in his left arm and right leg, and spasms throughout his body.",0.23,lcs,True,0.0,0.0,0,0,0.0,1.0,1.0,1,0.23
16,subjective,The patient reports headaches.,0.1794,5,"He reports stiffness, headaches, dizziness, visual disturbances, numbness in his left arm and right leg, and spasms throughout his body.",0.93,entity,True,0.85,0.85,0,0,0.0,1.0,1.0,1,0.93
17,subjective,The patient reports dizziness.,0.3734,5,"He reports stiffness, headaches, dizziness, visual disturbances, numbness in his left arm and right leg, and spasms throughout his body.",0.93,entity,True,0.85,0.85,0,0,0.0,1.0,1.0,1,0.93
18,subjective,The patient reports visual disturbances.,0.7502,5,"He reports stiffness, headaches, dizziness, visual disturbances, numbness in his left arm and right leg, and spasms throughout his body.",0.23,lcs,True,0.0,0.0,0,0,0.0,1.0,1.0,1,0.23
19,subjective,The patient reports numbness in his left arm.,0.6598,5,"He reports stiffness, headaches, dizziness, visual disturbances, numbness in his left arm and right leg, and spasms throughout his body.",0.93,entity,True,0.85,0.85,0,0,0.0,1.0,1.0,1,0.93
20,subjective,The patient reports numbness in his right leg.,0.6079,5,"He reports stiffness, headaches, dizziness, visual disturbances, numbness in his left arm and right leg, and spasms throughout his body.",0.93,entity,True,0.85,0.85,0,0,0.0,1.0,1.0,1,0.93
21,subjective,The patient reports spasms throughout his body.,0.6115,5,"He reports stiffness, headaches, dizziness, visual disturbances, numbness in his left arm and right leg, and spasms throughout his body.",0.93,entity,True,0.85,0.85,0,0,0.0,1.0,1.0,1,0.93
22,subjective,The patient has been experiencing fatigue.,0.1483,6,He has been experiencing fatigue since the accident.,0.93,entity,True,0.85,0.85,0,0,0.0,1.0,1.0,1,0.93
23,subjective,The patient has been experiencing fatigue since the accident.,0.3333,6,He has been experiencing fatigue since the accident.,0.93,entity,True,0.85,0.85,0,0,0.0,1.0,1.0,1,0.93
24,subjective,The patient has undergone surgery after one of the car crashes.,0.7394,3,"He has had multiple car crashes, with the most recent one occurring in February, and has been experiencing neck pain since then.",0.68,medical_token,True,0.0,0.0,0,0,1.0,0.5,0.5,1,0.68
25,subjective,The doctor prescribed Fentanyl.,0.252,4,"He has been to therapy and the pain clinic, where he was prescribed fentanyl, but has not taken it in several weeks.",0.93,entity,True,0.85,0.85,0,0,0.0,1.0,1.0,0,0.93
26,subjective,The Fentanyl dose is not specified.,0.4518,4,"He has been to therapy and the pain clinic, where he was prescribed fentanyl, but has not taken it in several weeks.",0.93,,False,0.85,0.85,0,0,0.0,0.333,0.333,1,0.93
27,subjective,Fentanyl is taken with an unspecified frequency.,0.551,4,"He has been to therapy and the pain clinic, where he was prescribed fentanyl, but has not taken it in several weeks.",0.93,entity,True,0.85,0.425,0,0,0.0,0.5,0.5,0,0.93
28,subjective,Fentanyl is prescribed for pain.,0.0522,4,"He has been to therapy and the pain clinic, where he was prescribed fentanyl, but has not taken it in several weeks.",0.93,entity,True,0.85,0.85,0,0,0.0,1.0,0.333,0,0.93
29,subjective,The doctor prescribed Robaxin.,0.9932,10,"Current medications: Fentanyl (dose and frequency not specified), Robaxin 1500mg every 6-8 hours for muscle relaxation.",0.93,entity,True,0.85,0.85,1,0,0.0,0.5,0.5,0,0.93
30,subjective,The Robaxin dose is 1500mg.,0.7868,10,"Current medications: Fentanyl (dose and frequency not specified), Robaxin 1500mg every 6-8 hours for muscle relaxation.",0.93,entity,True,0.85,0.85,1,1,1.0,1.0,0.75,0,0.93
31,subjective,Robaxin is taken every 6-8 hours.,0.824,10,"Current medications: Fentanyl (dose and frequency not specified), Robaxin 1500mg every 6-8 hours for muscle relaxation.",0.93,entity,True,0.85,0.85,1,1,1.0,0.8,0.8,0,0.93
32,subjective,Robaxin is prescribed for muscle relaxation.,0.8907,10,"Current medications: Fentanyl (dose and frequency not specified), Robaxin 1500mg every 6-8 hours for muscle relaxation.",0.93,entity,True,0.85,0.637,1,0,0.0,0.75,0.75,0,0.93
33,objective,The patient has pain on palpation of the neck bony process.,0.1116,13,"Physical exam: The patient has pain on palpation of the neck, both on the bony process and muscle.",0.374,lcs,True,0.45,0.45,0,0,0.0,1.0,1.0,1,0.374
34,objective,The patient has pain on palpation of the neck muscle.,0.2957,13,"Physical exam: The patient has pain on palpation of the neck, both on the bony process and muscle.",0.374,lcs,True,0.45,0.45,0,0,0.0,1.0,1.0,1,0.374
